,vintage_name,vintage_wine_name,vintage_wine_vintage_type,vintage_wine_is_natural,vintage_wine_region_name,vintage_wine_winery_name,vintage_wine_taste_structure_acidity,vintage_wine_taste_structure_intensity,vintage_wine_taste_structure_sweetness,vintage_wine_taste_structure_tannin,vintage_wine_statistics_ratings_count,vintage_wine_statistics_ratings_average,vintage_year,price_amount,price_type
13671,Château Latour Les Forts de Latour Pauillac 1981,Les Forts de Latour Pauillac,0,False,Pauillac,Château Latour,4.1627326,4.1829925,1.6671252,4.0861244,10947,4.4,1981,528.0,ppc
13672,Château La Dominique Saint-Émilion Grand Cru (Grand Cru Classé) 2005,Saint-Émilion Grand Cru (Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château La Dominique,3.396831,4.240666,1.6683581,3.5408592,9726,4.1,2005,90.0,ppc
13673,Alain Voge Les Vieilles Vignes Cornas 2014,Les Vieilles Vignes Cornas,0,False,Cornas,Alain Voge,3.5198233,4.641268,1.7172539,3.285419,2413,4.2,2014,78.0,ppc
13674,Château Troplong Mondot Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1996,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Troplong Mondot,3.4104333,4.2305603,1.7093287,3.57001,14774,4.3,1996,82.8,ppc
13675,Château Branaire-Ducru Saint-Julien (Grand Cru Classé) 1995,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Branaire-Ducru,4.1850047,3.7921495,1.6152128,3.9250176,20535,4.1,1995,85.0,ppc
13676,Domaine Rostaing Côte-Rôtie Ampodium 2009,Côte-Rôtie Ampodium,0,False,Côte-Rôtie,Domaine Rostaing,3.8958623,4.1340256,1.4617865,4.079632,3127,4.1,2009,96.0,ppc
13677,Château Brane-Cantenac Margaux (Grand Cru Classé) 1998,Margaux (Grand Cru Classé),0,False,Margaux,Château Brane-Cantenac,4.1338305,3.7233994,1.5700071,3.799889,21005,4.2,1998,78.0,ppc
13678,Domaine du Coulet - Matthieu Barret Brise Cailloux Cornas 2015,Brise Cailloux Cornas,0,True,Cornas,Domaine du Coulet - Matthieu Barret,3.5651832,4.773298,1.658233,3.4061928,2492,4.0,2015,85.0,ppc
13679,Bouchard Père & Fils Chambolle-Musigny 2015,Chambolle-Musigny,0,False,Chambolle-Musigny,Bouchard Père & Fils,4.0958796,2.7247105,1.6016791,2.5505154,1172,4.0,2015,79.0,ppc
13680,Château Rouget Pomerol 2006,Pomerol,0,False,Pomerol,Château Rouget,3.3495982,4.3398376,1.7080615,3.5070655,6005,4.1,2006,82.0,ppc
13681,Domaine Jean-Michel Stéphan Côte-Rôtie Côteaux de Tupin 2015,Côte-Rôtie Côteaux de Tupin,0,True,Côte-Rôtie,Domaine Jean-Michel Stéphan,3.8949175,4.382698,1.7629098,4.1175966,1111,4.2,2015,83.22,ppc
13682,Château Batailley Pauillac (Grand Cru Classé) 1989,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Batailley,4.2298956,4.2584805,1.5979019,4.199053,24049,4.2,1989,84.0,ppc
13683,Auguste Clape Renaissance Cornas 2014,Renaissance Cornas,0,False,Cornas,Auguste Clape,3.5516262,4.6191955,1.520838,3.3889065,1229,4.1,2014,86.0,ppc
13684,Domaine Giraud Châteauneuf-du-Pape 2015,Châteauneuf-du-Pape,0,False,Châteauneuf-du-Pape,Domaine Giraud,3.1208408,4.788299,1.5410106,2.8383286,1430,4.2,2015,99.0,ppc
13685,Château Beausejour (héritiers Duffau-Lagarrosse) Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Beausejour (héritiers Duffau-Lagarrosse),3.435542,4.210503,1.729182,3.575278,3798,4.2,2012,75.63,ppc
13686,Château Malescot St. Exupery Margaux (Grand Cru Classé) 1996,Margaux (Grand Cru Classé),0,False,Margaux,Château Malescot St. Exupery,4.203514,3.8160844,1.6173725,3.7996862,14215,4.2,1996,96.8,ppc
13687,Château Lagrange Les Fiefs de Lagrange Saint-Julien 1996,Les Fiefs de Lagrange Saint-Julien,0,False,Saint-Julien,Château Lagrange,4.1890373,3.8458722,1.6083014,3.8638422,17691,3.9,1996,82.8,ppc
13688,Château Haut-Batailley Pauillac (Grand Cru Classé) 1998,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Haut-Batailley,4.2070403,4.187167,1.5378681,4.190403,11356,4.1,1998,89.0,ppc
13689,Château Quinault l'Enclos Saint-Émilion Grand Cru (Grand Cru Classé) 2004,Saint-Émilion Grand Cru (Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Quinault l'Enclos,3.3774962,4.264665,1.5926971,3.4854562,5782,4.0,2004,77.5133279015875,ppc
13690,François Confuron-Gindre Vosne-Romanée 2016,Vosne-Romanée,0,False,Vosne-Romanée,François Confuron-Gindre,4.1837463,2.8846824,1.6397221,2.7601745,998,4.0,2016,90.0,ppc
13691,Château Langoa Barton Saint-Julien (Grand Cru Classé) 1996,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Langoa Barton,4.264317,3.8130293,1.6126727,3.9651284,10183,4.1,1996,93.78,ppc
13692,Ghislaine Barthod Chambolle-Musigny 2012,Chambolle-Musigny,0,False,Chambolle-Musigny,Ghislaine Barthod,4.1190567,2.8306527,1.4237069,2.6182747,2202,4.1,2012,85.0,ppc
13693,E. Guigal Côte-Rôtie Brune & Blonde de Guigal 1999,Côte-Rôtie Brune & Blonde de Guigal,0,False,Côte-Rôtie,E. Guigal,3.882286,4.2249002,1.5095842,3.9646435,19722,4.2,1999,96.0,ppc
13697,Château La Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château La Gaffelière,3.393317,4.161898,1.6456482,3.4722252,12372,4.2,2010,130.0,vc
13698,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 1998,Pessac-Léognan (Grand Cru Classé de Graves),0,False,Pessac-Léognan,Château Pape Clément,4.2090273,4.196732,1.7074138,4.2299485,23915,4.4,1998,149.95,vc
13699,Château Montrose Saint-Estèphe (Grand Cru Classé) 2014,Saint-Estèphe (Grand Cru Classé),0,False,Saint-Estèphe,Château Montrose,4.2594137,4.1878023,1.6468709,4.3592715,32050,4.3,2014,150.0,vc
13700,Château Lynch-Bages Pauillac (Grand Cru Classé) 2017,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Lynch-Bages,4.1815314,4.1971984,1.6354709,4.219218,50455,4.4,2017,115.0,vc
13701,Château Canon Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon,3.370951,4.1438932,1.7064698,3.4487374,11137,4.3,2010,150.0,vc
13702,Comte Armand Pommard 1er Cru 'Clos des Epeneaux' Monopole 2011,Pommard 1er Cru 'Clos des Epeneaux' Monopole,0,False,Pommard 1er Cru Clos des Epeneaux,Comte Armand,3.885098,2.8223453,1.6751999,2.4853864,2972,4.2,2011,150.0,vc
13703,Château Pavie Macquin Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Pavie Macquin,3.4317024,4.2483664,1.7764356,3.5363562,9397,4.3,2010,142.5,vc
13704,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 2017,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.1540728,4.052225,1.5935547,4.0902557,36351,4.4,2017,149.0,xdo
13705,Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' 2017,Beaune 1er Cru 'Clos des Mouches',0,False,Beaune 1er Cru Le Clos des Mouches,Joseph Drouhin,3.801269,2.6854072,1.6615795,2.2068226,4461,4.3,2017,116.0,vc
13706,Château Certan de May Pomerol 2006,Pomerol,0,False,Pomerol,Château Certan de May,3.4170616,4.1505527,1.6049435,3.4565673,4069,4.3,2006,108.0,vc
13707,Château La Conseillante Pomerol 2014,Pomerol,0,False,Pomerol,Château La Conseillante,3.4035273,4.1465545,1.6679833,3.4606602,12233,4.4,2014,140.0,xdo
13708,Château Pontet-Canet Pauillac (Grand Cru Classé) 2017,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pontet-Canet,4.1886783,4.220923,1.6855115,4.2288504,41579,4.4,2017,118.1,vc
13709,Château La Mission Haut-Brion La Chapelle de La Mission Haut-Brion Pessac-Léognan 2015,La Chapelle de La Mission Haut-Brion Pessac-Léognan,0,False,Pessac-Léognan,Château La Mission Haut-Brion,4.1142673,4.23563,1.5877761,4.1804366,5802,4.2,2015,105.0,vc
13710,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 2018,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Léoville Poyferré,4.206317,3.8440776,1.7652274,3.9098804,29781,4.3,2018,120.0,vc
13711,Château Canon-La-Gaffelière Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1999,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,3.2825408,4.2127695,1.8326387,3.4687083,10268,4.3,1999,130.6,vc
13712,Château Troplong Mondot Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Troplong Mondot,3.4104333,4.2305603,1.7093287,3.57001,14774,4.3,2016,143.4,vc
13713,Château Pichon Baron Pauillac (Grand Cru Classé) 2017,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Pichon Baron,4.1899114,4.1859922,1.6949579,4.22595,34192,4.4,2017,124.8,vc
13714,Château l'Évangile Pomerol 2014,Pomerol,0,False,Pomerol,Château l'Évangile,3.3713238,4.122035,1.7046146,3.4642496,8555,4.5,2014,150.0,vc
13715,Château Lynch-Bages Pauillac (Grand Cru Classé) 2018,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Lynch-Bages,4.1815314,4.1971984,1.6354709,4.219218,50455,4.4,2018,150.0,vc
13716,Château Latour à Pomerol Pomerol 2016,Pomerol,0,False,Pomerol,Château Latour à Pomerol,3.358971,4.1211004,1.673557,3.4342878,5976,4.3,2016,113.48,vc
13717,Château Mont-Redon Le Plateau Châteauneuf-du-Pape 2016,Le Plateau Châteauneuf-du-Pape,0,False,Châteauneuf-du-Pape,Château Mont-Redon,3.1752887,4.4895153,1.4535335,2.8680828,462,4.4,2016,130.0,vc
13718,Château Hosanna Pomerol 2008,Pomerol,0,False,Pomerol,Château Hosanna,3.4261363,4.21743,1.7414752,3.433759,2972,4.4,2008,145.0,vc
13719,Domaine de la Janasse Châteauneuf-du-Pape Chaupin 2010,Châteauneuf-du-Pape Chaupin,0,False,Châteauneuf-du-Pape,Domaine de la Janasse,3.0826766,4.623207,1.9999919,2.9401174,3872,4.2,2010,118.0,vc
13720,Château Canon Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1990,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Canon,3.370951,4.1438932,1.7064698,3.4487374,11137,4.3,1990,124.0,vc
13721,Château La Rose de Haut Mouschet Puisseguin-Saint-Émilion 2014,Puisseguin-Saint-Émilion,0,False,Puisseguin-Saint-Émilion,Château La Rose de Haut Mouschet,3.6422536,3.4988735,1.3394367,3.4532394,198,3.7,2014,11.55,vc
13722,Domaine Modat Les Petits Modat Côtes du Roussillon 2020,Les Petits Modat Côtes du Roussillon,0,False,Côtes du Roussillon,Domaine Modat,3.8674042,3.9074864,1.4194809,3.5460386,240,3.9,2020,12.0,vc
13723,Brotte Château de Bord Côtes du Rhône Villages Laudun Rouge 2019,Château de Bord Côtes du Rhône Villages Laudun Rouge,0,False,Côtes du Rhône Villages Laudun,Brotte,3.3890433,3.876296,1.574753,3.2975209,1644,4.0,2019,12.0,vc
13725,Vallettes Origine Saint-Nicolas-de-Bourgueil 2019,Origine Saint-Nicolas-de-Bourgueil,0,False,Saint-Nicolas-de-Bourgueil,Vallettes,4.0011287,3.636371,1.243629,3.568629,844,3.5,2019,12.55,vc
13727,Château d'Issan Moulin d'Issan Bordeaux Supérieur 2017,Moulin d'Issan Bordeaux Supérieur,0,False,Bordeaux-supérieur,Château d'Issan,3.677823,3.91933,1.4357549,3.5078351,3176,3.8,2017,12.0,vc
13728,Alain Jaume Domaine Grand Veneur Côtes du Rhône Les Champauvins 2019,Domaine Grand Veneur Côtes du Rhône Les Champauvins,0,False,Côtes-du-Rhône,Alain Jaume,3.3884816,3.9062765,1.6097602,3.2351928,6214,3.9,2019,12.8,vc
13729,Château Barreyres Haut-Médoc 2019,Haut-Médoc,0,False,Haut-Médoc,Château Barreyres,4.228068,4.27159,1.5098087,4.1362386,13160,4.0,2019,13.0,xdo
13730,Château Ollieux Romanis Lo Petit Fantet d'Hyppolite 2020,Lo Petit Fantet d'Hyppolite,0,False,Languedoc-Roussillon,Château Ollieux Romanis,3.8779879,3.9325538,1.8642402,3.585274,1857,3.8,2020,11.5,vc
13731,Gigondas La Cave Beaumirail Vacqueyras 2017,Beaumirail Vacqueyras,0,False,Vacqueyras,Gigondas La Cave,3.3454864,3.946814,1.548401,3.0254552,2121,3.8,2017,13.0,vc
13732,Michel & Stéphane Ogier Le Temps est Venu 2020,Le Temps est Venu,0,False,Côtes du Rhône Villages Plan de Dieu,Michel & Stéphane Ogier,3.473862,3.8134713,1.56976,3.179404,4661,3.8,2020,11.9,vc
13733,Château La Voulte Gasparets Cuvée Reservee Corbières 2019,Cuvée Reservee Corbières,0,False,Corbières,Château La Voulte Gasparets,3.6604257,3.7303112,1.4820706,3.5911782,1854,3.7,2019,12.8,vc
13734,Famille Perrin L'Andeol Rasteau 2018,L'Andeol Rasteau,0,False,Rasteau,Famille Perrin,3.4876432,3.871185,1.5592625,3.3122647,1665,3.6,2018,13.0,vc
13735,Château Venus Graves Rouge 2018,Graves Rouge,0,False,Graves,Château Venus,4.2610154,4.2118363,1.7055078,4.5021486,928,3.7,2018,11.95,vc
13736,Château Pey La Tour Réserve du Château Bordeaux Supérieur 2018,Réserve du Château Bordeaux Supérieur,0,False,Bordeaux-supérieur,Château Pey La Tour,3.832914,3.958874,1.4676161,3.5181048,8612,3.7,2018,12.0,vc
13737,Château Bertin Montagne-Saint-Émilion 2016,Montagne-Saint-Émilion,0,False,Montagne-Saint-Émilion,Château Bertin,3.2262175,4.3471303,1.3311739,3.2927392,181,3.9,2016,13.0,vc
13740,Michel & Stéphane Ogier Syrah d'Ogier 2019,Syrah d'Ogier,0,False,Collines Rhodaniennes,Michel & Stéphane Ogier,3.9556282,3.9366887,1.457175,3.611053,2104,3.8,2019,12.8,vc
13742,Gayda Figure Libre Freestyle Rouge 2020,Figure Libre Freestyle Rouge,0,False,Pays d'Oc,Gayda,3.607491,3.913887,1.4466544,3.387467,2307,3.7,2020,11.23,vc
13743,Marquis de Saint-Estèphe Château Léo de Prades Saint-Estèphe 2014,Château Léo de Prades Saint-Estèphe,0,False,Saint-Estèphe,Marquis de Saint-Estèphe,4.1892467,4.1861296,1.3881165,4.5669174,1197,3.9,2014,14.7,vc
13744,Domaine de Dernacueillette Le Petit Derna 2017,Le Petit Derna,0,True,Aude,Domaine de Dernacueillette,3.6592684,3.6728115,1.5031066,3.5925157,594,3.9,2017,13.5,vc
13745,Domaine d'Argenson Cuvée Première Côte de Brouilly 2017,Cuvée Première Côte de Brouilly,0,False,Côte de Brouilly,Domaine d'Argenson,4.681141,1.1779194,1.0372484,2.0078526,66,4.1,2017,14.3,vc
13746,Domaine de Montine Vinsobres 2018,Vinsobres,0,False,Vinsobres,Domaine de Montine,3.7422485,4.0244064,1.6282374,3.3606834,529,3.8,2018,15.0,vc
13748,Château La Prade Francs - Côtes de Bordeaux 2018,Francs - Côtes de Bordeaux,0,False,Francs - Côtes de Bordeaux,Château La Prade,3.8566148,4.054894,1.5180819,3.6938577,1173,3.8,2018,14.5,vc
13749,Famille Perrin Les Christins Vacqueyras 2019,Les Christins Vacqueyras,0,False,Vacqueyras,Famille Perrin,3.4836924,3.9243312,1.5572681,3.2437406,3552,3.8,2019,14.5,vc
13750,Château Troupian Haut-Médoc 2019,Haut-Médoc,0,False,Haut-Médoc,Château Troupian,4.0554514,4.211154,1.4225665,4.173498,2916,3.7,2019,14.1,vc
13751,Château Vignelaure La Source Vignelaure Red 2017,La Source Vignelaure Red,0,False,Coteaux d'Aix-en-Provence,Château Vignelaure,3.7360716,3.9158807,1.3959999,3.4820697,640,3.7,2017,13.5,vc
13752,Château Bagnols Saint-Émilion Grand Cru 2011,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Bagnols,3.5404806,4.235673,1.1275961,3.7151923,295,3.6,2011,14.0,vc
13753,Les Jamelles Sélection Spéciale Grenache - Syrah - Mourvèdre 2019,Sélection Spéciale Grenache - Syrah - Mourvèdre,0,False,Pays d'Oc,Les Jamelles,3.86312,3.8665142,1.4342401,3.3365028,1323,3.9,2019,13.35,vc
13754,Château du Moulin Rouge Haut-Médoc 2018,Haut-Médoc,0,False,Haut-Médoc,Château du Moulin Rouge,4.1458154,4.2236624,1.6454753,4.19472,3120,3.7,2018,13.5,vc
13755,Château Brande-Bergère Cuvée o'Byrne 2014,Cuvée o'Byrne,0,False,Bordeaux-supérieur,Château Brande-Bergère,3.787479,3.9856298,1.4892719,3.7230532,580,3.8,2014,14.4,vc
13756,Paul Mas Château Paul Mas Coteaux du Languedoc Clos des Mures 2020,Château Paul Mas Coteaux du Languedoc Clos des Mures,0,False,Languedoc,Paul Mas,3.763502,3.879016,1.5750216,3.5487866,5046,3.9,2020,13.1,vc
13757,Clos des Boutes Les Fagnes Rouge 2014,Les Fagnes Rouge,0,True,Costières-de-Nîmes,Clos des Boutes,3.375739,3.909826,1.7453045,2.894174,144,3.7,2014,14.25,vc
13758,Mas Haut-Buis Les Carlines Terrasses du Larzac 2020,Les Carlines Terrasses du Larzac,0,False,Terrasses du Larzac,Mas Haut-Buis,3.667435,3.879239,1.4718262,3.2566957,793,3.6,2020,14.9,vc
13762,Louis Jadot Bourgogne Couvent des Jacobins 2019,Bourgogne Couvent des Jacobins,0,False,Bourgogne,Louis Jadot,3.8625522,2.4806135,1.4605774,2.3123744,27198,3.6,2019,14.85,vc
13763,Château Pey de Pont Médoc 2015,Médoc,0,False,Médoc,Château Pey de Pont,4.176885,4.273887,1.3309982,4.2336683,4594,3.7,2015,13.78,vc
13764,Domaine du Coulet - Matthieu Barret Petit Ours 2020,Petit Ours,0,True,Côtes-du-Rhône,Domaine du Coulet - Matthieu Barret,3.4839365,3.8676932,1.6283972,3.283352,6644,3.8,2020,14.4,vc
13766,Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 1989,Pessac-Léognan (Grand Cru Classé de Graves),0,False,Pessac-Léognan,Château Pape Clément,4.2090273,4.196732,1.7074138,4.2299485,23915,4.4,1989,218.91666666666666,vc
13767,E. Guigal Ermitage Ex-Voto 2005,Ermitage Ex-Voto,0,False,Hermitage,E. Guigal,3.5618255,4.5976777,1.8522567,4.1202993,1572,4.4,2005,246.0,vc
13768,Château La Conseillante Pomerol 2016,Pomerol,0,False,Pomerol,Château La Conseillante,3.4035273,4.1465545,1.6679833,3.4606602,12233,4.4,2016,238.0,vc
13769,Château Trotanoy Pomerol 2008,Pomerol,0,False,Pomerol,Château Trotanoy,3.4057584,4.1483827,1.6967385,3.556216,6588,4.4,2008,230.0,vc
13770,Château Tertre Roteboeuf Saint-Émilion Grand Cru 1998,Saint-Émilion Grand Cru,0,False,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,3.3774424,4.2132664,1.7431136,3.4396749,4803,4.6,1998,235.0,vc
13771,Vieux Château Certan Pomerol 2013,Pomerol,0,False,Pomerol,Vieux Château Certan,3.3730712,4.1141925,1.6970648,3.4319851,9528,4.4,2013,178.0,vc
13772,Château Valandraud Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2003,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Valandraud,3.3835192,4.230851,1.914051,3.5715854,5873,4.4,2003,250.0,vc
13773,Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2017,Saint-Julien (Grand Cru Classé),0,False,Saint-Julien,Château Ducru-Beaucaillou,4.1696777,3.7746787,1.583465,3.8209667,26577,4.4,2017,199.0,vc
13774,Château La Fleur-Pétrus Pomerol 2017,Pomerol,0,False,Pomerol,Château La Fleur-Pétrus,3.3596284,4.085087,1.811175,3.460132,10922,4.5,2017,246.0,vc
13775,Château Trotanoy Pomerol 2012,Pomerol,0,False,Pomerol,Château Trotanoy,3.4057584,4.1483827,1.6967385,3.556216,6588,4.4,2012,228.0,vc
13776,Gérard Bertrand Clos d'Ora 2012,Clos d'Ora,0,False,Minervois-La Livinière,Gérard Bertrand,3.800687,4.149786,1.5074594,3.678198,930,4.5,2012,190.0,vc
13777,Château Latour Les Forts de Latour Pauillac 2015,Les Forts de Latour Pauillac,0,False,Pauillac,Château Latour,4.1627326,4.1829925,1.6671252,4.0861244,10947,4.4,2015,250.0,vc
13778,La Mondotte Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2004,Saint-Emilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,La Mondotte,3.266482,4.297063,2.0025516,3.5176446,1768,4.4,2004,230.0,vc
13779,Henri Bonneau Châteauneuf-du-Pape Cuvée Marie Beurrier 2008,Châteauneuf-du-Pape Cuvée Marie Beurrier,0,False,Châteauneuf-du-Pape,Henri Bonneau,3.2270298,4.5508857,1.998636,3.1709244,1064,4.5,2008,240.0,vc
13780,Château Péby Faugères Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Saint-Émilion Grand Cru (Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Péby Faugères,3.4191513,4.374927,2.0146003,3.7221086,1779,4.3,2015,152.0,vc
13781,Clos Fourtet Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1989,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Clos Fourtet,3.36952,4.1541696,1.7608529,3.486734,7280,4.3,1989,220.0,vc
13782,E. Guigal Ermitage Ex-Voto 2015,Ermitage Ex-Voto,0,False,Hermitage,E. Guigal,3.5618255,4.5976777,1.8522567,4.1202993,1572,4.4,2015,248.2,vc
13783,Château de la Tour Clos Vougeot Grand Cru 2017,Clos Vougeot Grand Cru,0,False,Clos Vougeot Grand Cru,Château de la Tour,4.1713104,3.213154,1.6128573,2.8399544,2645,4.3,2017,184.58333333333334,vc
13784,Château Latour Les Forts de Latour Pauillac 1983,Les Forts de Latour Pauillac,0,False,Pauillac,Château Latour,4.1627326,4.1829925,1.6671252,4.0861244,10947,4.4,1983,225.0,vc
13785,Château Clerc Milon Pauillac (Grand Cru Classé) 1982,Pauillac (Grand Cru Classé),0,False,Pauillac,Château Clerc Milon,4.203224,4.2204747,1.5989066,4.264315,19034,4.2,1982,245.34,vc
13786,E. Guigal Côte-Rôtie La Mouline 2014,Côte-Rôtie La Mouline,0,False,Côte-Rôtie,E. Guigal,3.8662188,3.9594965,1.7182257,3.8671548,3942,4.6,2014,250.0,vc
13787,Château Montrose Saint-Estèphe (Grand Cru Classé) 2018,Saint-Estèphe (Grand Cru Classé),0,False,Saint-Estèphe,Château Montrose,4.2594137,4.1878023,1.6468709,4.3592715,32050,4.3,2018,195.0,vc
13788,Delas La Landonne Côte-Rôtie 2012,La Landonne Côte-Rôtie,0,False,Côte-Rôtie,Delas,3.977053,4.0287957,1.9217519,3.9387596,576,4.4,2012,154.0,vc
13789,Château Beausejour (héritiers Duffau-Lagarrosse) Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,False,Saint-Émilion Grand Cru,Château Beausejour (héritiers Duffau-Lagarrosse),3.435542,4.210503,1.729182,3.575278,3798,4.2,2016,181.55,vc
13790,Domaine Tortochot Charmes-Chambertin Grand Cru 2010,Charmes-Chambertin Grand Cru,0,False,Charmes-Chambertin Grand Cru,Domaine Tortochot,4.108896,3.2315443,1.685912,2.7584207,681,4.2,2010,198.0,vc
13791,Domaine de la Rectorie Côté Mer Collioure Rouge 2019,Côté Mer Collioure Rouge,0,False,Collioure,Domaine de la Rectorie,3.5759366,3.9514704,1.97827,3.3675368,2030,3.9,2019,15.5,vc
13793,Château Haut Caillou Lalande-de-Pomerol 2018,Lalande-de-Pomerol,0,False,Lalande-de-Pomerol,Château Haut Caillou,3.5580065,4.2298036,1.4797713,3.7025495,1006,3.9,2018,16.0,vc
13794,Gayda Figure Libre Cabernet Franc 2019,Figure Libre Cabernet Franc,0,False,Pays d'Oc,Gayda,3.7612622,3.8974113,1.7042308,3.5243258,2515,3.8,2019,16.8,vc
13795,Château Ferran Pessac-Léognan 2017,Pessac-Léognan,0,False,Pessac-Léognan,Château Ferran,4.3414364,4.304051,1.4791818,4.378872,4203,3.8,2017,16.95,xdo
13796,Château Cambon La Pelouse Haut-Médoc 2019,Haut-Médoc,0,False,Haut-Médoc,Château Cambon La Pelouse,4.147284,4.24698,1.5374583,4.2698407,11067,3.8,2019,16.0,vc
13798,Château Estanilles Vallongue 2019,Vallongue,0,False,Faugères,Château Estanilles,3.5940394,3.6560483,1.6949346,3.426419,218,4.0,2019,15.9,vc
13799,Domaine de la Rectorie Côté Mer Collioure Rouge 2020,Côté Mer Collioure Rouge,0,False,Collioure,Domaine de la Rectorie,3.5759366,3.9514704,1.97827,3.3675368,2030,3.9,2020,15.5,vc
13800,Château des Annereaux Les Annereaux Bordeaux 2018,Les Annereaux Bordeaux,0,False,Bordeaux,Château des Annereaux,3.721014,3.7806146,1.3941166,3.4096005,580,3.9,2018,16.0,vc
13801,Mas Amiel Initial 2017,Initial,0,False,Maury,Mas Amiel,3.798809,3.9850152,1.738113,3.1885972,529,3.8,2017,15.79,vc
13804,Aubert et Mathieu Corbières 2018,Corbières,0,False,Corbières,Aubert et Mathieu,3.9079297,4.032505,1.4750725,3.6778054,208,4.2,2018,16.89,vc
13805,G. Descombes Brouilly 2019,Brouilly,0,True,Brouilly,G. Descombes,4.542343,1.4604353,1.6459359,1.8595057,2350,3.9,2019,16.9,vc
13806,Domaine Rimbert Le Mas au Schiste Saint-Chinian 2019,Le Mas au Schiste Saint-Chinian,0,True,Saint-Chinian,Domaine Rimbert,3.826754,3.8239627,1.7398144,3.8122175,1094,3.8,2019,15.8,vc
13807,Capdevielle Château l'Evêché Bordeaux Origami Rouge 2017,Château l'Evêché Bordeaux Origami Rouge,0,False,Bordeaux,Capdevielle,3.9999492,3.8863773,1.3894898,3.6357653,717,3.9,2017,17.0,vc
13808,Jean-Louis Tribouley Elepolypossum 2019,Elepolypossum,0,True,Côtes Catalanes,Jean-Louis Tribouley,3.9135609,3.665163,1.6621069,3.4757273,367,4.0,2019,15.5,vc
13809,Domaine La Ligiere Le Mourre de la Caille Vacqueyras 2018,Le Mourre de la Caille Vacqueyras,0,False,Vacqueyras,Domaine La Ligiere,3.4739597,3.8988767,1.6238859,3.3020258,443,3.9,2018,15.763333333333334,vc
13810,Château Clarisse Castillon Côtes de Bordeaux 2014,Castillon Côtes de Bordeaux,0,False,Castillon - Côtes de Bordeaux,Château Clarisse,4.1945777,4.1078224,1.4626667,3.7530668,189,4.0,2014,15.9,vc
